slug;rubrik;prio;quelle;typ;cluster_vorschlag;rubrik_final;slug_final
supplier-relationship-management;Supplier Relationship Management;2;omr;software;Produktion & Supply Chain;Lieferantenmanagement;lieferantenmanagement
supply-chain-business-networks;Supply Chain Business Networks;3;omr;software;IT, Security & Infrastruktur;Supply-Chain-Netzwerke;supply-chain-netzwerke
supply-chain-cost-to-serve-analytics;Supply Chain Cost To Serve Analytics;3;omr;software;Daten & Analytics;Supply-Chain-Kostenanalyse;supply-chain-kostenanalyse
supply-chain-logistik;Supply Chain Logistik;3;omr;software;Produktion & Supply Chain;Supply-Chain-Logistik;supply-chain-logistik
supply-chain-planning;Supply Chain Planning;3;omr;software;Produktion & Supply Chain;Supply-Chain-Planung;supply-chain-planung
supply-chain-suites;Supply Chain Suites;2;omr;software;Produktion & Supply Chain;Supply-Chain-Suiten;supply-chain-suiten
supply-chain-visibility;Supply Chain Visibility;3;omr;software;Produktion & Supply Chain;Supply-Chain-Transparenz;supply-chain-transparenz
sustainability-management;Sustainability Management;2;omr;software;Weitere Software;Nachhaltigkeitsmanagement;nachhaltigkeitsmanagement
synchronisationssoftware;Synchronisationssoftware;1;capterra;software;IT, Security & Infrastruktur;Synchronisationssoftware;synchronisationssoftware
tabellenprogramme;Tabellenprogramme;2;capterra;software;Daten & Analytics;Tabellenprogramme;tabellenprogramme
tag-management;Tag Management;2;omr;software;Weitere Software;Tag-Management;tag-management
tagespflege-software;Tagespflege Software;1;capterra;software;Gesundheit & Pflege;Tagespflege Software;tagespflege-software
talent-assessment;Talent Assessment;3;omr;software;Personal & HR;Eignungsdiagnostik;eignungsdiagnostik
talent-management-software;Talent Management Software;1;beide;software;Personal & HR;Talent Management Software;talent-management-software
tanzschulsoftware;Tanzschulsoftware;1;capterra;software;Bildung & Bildungsträger;Tanzschulsoftware;tanzschulsoftware
tattoo-studio-software;Tattoo Studio Software;1;capterra;software;Gastro, Hotel & Freizeit;Tattoo Studio Software;tattoo-studio-software
team-management-software;Team Management Software;1;capterra;software;Projekte & Zusammenarbeit;Team Management Software;team-management-software
technical-seo;Technical SEO;2;omr;software;Marketing & SEO;Technisches SEO;technisches-seo
teilnehmerregistrierung-software;Teilnehmerregistrierung Software;1;capterra;software;Lernen & Events;Teilnehmerregistrierung Software;teilnehmerregistrierung-software
telefon-software;Telefon Software;1;capterra;software;Kommunikation & Support;Telefon Software;telefon-software
telefonanlage-software;Telefonanlage Software;1;capterra;software;Kommunikation & Support;Telefonanlage Software;telefonanlage-software
telekommunikationskosten-management-software;Telekommunikationskosten-Management-Software;1;capterra;software;Weitere Software;Telekommunikationskosten-Management-Software;telekommunikationskosten-management-software
telemarketing-software;Telemarketing Software;1;capterra;software;Gesundheit & Pflege;Telemarketing Software;telemarketing-software
telemedizin-software;Telemedizin Software;1;capterra;software;Gesundheit & Pflege;Telemedizin Software;telemedizin-software
terminerinnerung-software;Terminerinnerung Software;1;capterra;software;Projekte & Zusammenarbeit;Terminerinnerung Software;terminerinnerung-software
terminplaner-fuer-arztpraxen;Terminplaner für Arztpraxen;3;capterra;software;Gesundheit & Pflege;Terminplaner für Arztpraxen;terminplaner-fuer-arztpraxen
terminplaner-software;Terminplaner Software;1;capterra;software;Projekte & Zusammenarbeit;Terminplaner Software;terminplaner-software
testing-tools;Testing Tools;2;capterra;software;IT, Security & Infrastruktur;Testing Tools;testing-tools
testmanagement-tools;Testmanagement-Tools;2;capterra;software;IT, Security & Infrastruktur;Testmanagement-Tools;testmanagement-tools
text-mining-software;Text Mining Software;1;capterra;software;Daten & Analytics;Text Mining Software;text-mining-software
text-to-speech-software;Text-To-Speech Software;1;beide;software;KI & Automatisierung;Text-To-Speech Software;text-to-speech-software
threat-intelligence-platform;Threat-Intelligence-Platform;2;capterra;software;IT, Security & Infrastruktur;Threat-Intelligence-Platform;threat-intelligence-platform
tierarzt-software;Tierarzt Software;1;capterra;software;Gesundheit & Pflege;Tierarzt Software;tierarzt-software
tierhaltung-software-haustiere;Tierhaltung Software (Haustiere);1;capterra;software;Weitere Software;Tierhaltung Software (Haustiere);tierhaltung-software-haustiere
tierheim-software;Tierheim Software;1;capterra;software;Weitere Branchen;Tierheim Software;tierheim-software
tierpension-software;Tierpension Software;1;capterra;software;Gastro, Hotel & Freizeit;Tierpension Software;tierpension-software
time-attendance;Time Attendance;3;omr;software;Weitere Software;Zeit- und Anwesenheitserfassung;zeit-und-anwesenheitserfassung
timeshare-software;Timeshare Software;1;capterra;software;Gastro, Hotel & Freizeit;Timeshare Software;timeshare-software
tourenplaner-software;Tourenplaner Software;1;capterra;software;Produktion & Supply Chain;Tourenplaner Software;tourenplaner-software
tourenplanungssoftware-fuer-schulbusse;Tourenplanungssoftware für Schulbusse;1;capterra;software;Mobilität & Fahrzeuge;Tourenplanungssoftware für Schulbusse;tourenplanungssoftware-fuer-schulbusse
tracking;Tracking;3;omr;software;Weitere Software;Tracking;tracking
trade-promotion-management-software;Trade Promotion Management Software;1;capterra;software;Weitere Software;Trade Promotion Management Software;trade-promotion-management-software
training-management-systems;Training Management Systems;2;omr;software;Lernen & Events;Schulungsmanagement-Systeme;schulungsmanagement-systeme
transaktions-e-mail-software;Transaktions-E-Mail Software;1;capterra;software;Kommunikation & Support;Transaktions-E-Mail Software;transaktions-e-mail-software
transkriptionssoftware;Transkriptionssoftware;1;capterra;software;KI & Automatisierung;Transkriptionssoftware;transkriptionssoftware
translation;Translation;3;omr;software;KI & Automatisierung;Übersetzung;uebersetzung
translation-management-systeme;Translation-Management-Systeme;2;capterra;software;KI & Automatisierung;Translation-Management-Systeme;translation-management-systeme
transport-management-systeme;Transport-Management-Systeme;2;capterra;software;Produktion & Supply Chain;Transport-Management-Systeme;transport-management-systeme
transportsoftware;Transportsoftware;1;capterra;software;Produktion & Supply Chain;Transportsoftware;transportsoftware
travel-management-systeme;Travel Management Systeme;2;beide;software;Gastro, Hotel & Freizeit;Travel Management Systeme;travel-management-systeme
treasury-management-systeme;Treasury-Management-Systeme;2;capterra;software;Finanzen & Buchhaltung;Treasury-Management-Systeme;treasury-management-systeme
treuhand-software;Treuhand Software;1;capterra;software;Weitere Branchen;Treuhand Software;treuhand-software
turnierplaner-software-und-ligaverwaltung;Turnierplaner Software und Ligaverwaltung;1;capterra;software;Produktion & Supply Chain;Turnierplaner Software und Ligaverwaltung;turnierplaner-software-und-ligaverwaltung
uc-software;UC Software;1;capterra;software;Kommunikation & Support;UC Software;uc-software
uem-software;UEM Software;1;capterra;software;IT, Security & Infrastruktur;UEM Software;uem-software
ugc-plattformen;UGC Plattformen;2;capterra;software;Marketing & SEO;UGC Plattformen;ugc-plattformen
umfragetools;Umfragetools;2;beide;software;Marketing & SEO;Umfragetools;umfragetools
umsatzsteuer-software;Umsatzsteuer Software;1;capterra;software;Finanzen & Buchhaltung;Umsatzsteuer Software;umsatzsteuer-software
umweltmanagementsysteme;Umweltmanagementsysteme;2;capterra;software;Produktion & Supply Chain;Umweltmanagementsysteme;umweltmanagementsysteme
umzugssoftware;Umzugssoftware;1;capterra;software;Weitere Branchen;Umzugssoftware;umzugssoftware
unternehmensberatungen;Unternehmensberatungen;3;omr;dienstleister;;Unternehmensberatungen;unternehmensberatungen
unternehmensfuehrung-software;Unternehmensführung Software;1;capterra;software;Weitere Software;Unternehmensführung Software;unternehmensfuehrung-software
untertitel-programme;Untertitel Programme;2;capterra;software;Design & Kreativ;Untertitel Programme;untertitel-programme
urlaubsverwaltung-software;Urlaubsverwaltung Software;1;capterra;software;Personal & HR;Urlaubsverwaltung Software;urlaubsverwaltung-software
user-generated-content;User Generated Content;3;omr;software;Marketing & SEO;Nutzergenerierte Inhalte;nutzergenerierte-inhalte
user-testing-software;User Testing Software;1;capterra;software;IT, Security & Infrastruktur;User Testing Software;user-testing-software
ux-tools;UX-Tools;2;capterra;software;Design & Kreativ;UX-Tools;ux-tools
vdi-software;VDI-Software;1;capterra;software;IT, Security & Infrastruktur;VDI-Software;vdi-software
vektorgrafik-programme;Vektorgrafik Programme;2;beide;software;Design & Kreativ;Vektorgrafik Programme;vektorgrafik-programme
vendor-management-systeme;Vendor Management Systeme;2;capterra;software;Produktion & Supply Chain;Vendor Management Systeme;vendor-management-systeme
venue-management-software;Venue Management Software;1;capterra;software;Weitere Branchen;Venue Management Software;venue-management-software
vereins-management;Vereins Management;2;omr;software;Non-Profit, Kirche & Verein;Vereinsmanagement;vereinsmanagement
vereinssoftware;Vereinssoftware;1;capterra;software;Non-Profit, Kirche & Verein;Vereinssoftware;vereinssoftware
verkaufstraining-tools;Verkaufstraining Tools;2;beide;software;Lernen & Events;Verkaufstraining Tools;verkaufstraining-tools
verlagssoftware;Verlagssoftware;1;capterra;software;Weitere Branchen;Verlagssoftware;verlagssoftware
verleihsoftware;Verleihsoftware;1;capterra;software;Weitere Software;Verleihsoftware;verleihsoftware
vermietungssoftware;Vermietungssoftware;1;capterra;software;IT, Security & Infrastruktur;Vermietungssoftware;vermietungssoftware
vermietungssoftware-fuer-events;Vermietungssoftware für Events;1;capterra;software;IT, Security & Infrastruktur;Vermietungssoftware für Events;vermietungssoftware-fuer-events
verpackungssoftware;Verpackungssoftware;1;capterra;software;KI & Automatisierung;Verpackungssoftware;verpackungssoftware
versandsoftware;Versandsoftware;1;beide;software;E-Commerce & Handel;Versandsoftware;versandsoftware
verschluesselungssoftware;Verschlüsselungssoftware;1;capterra;software;IT, Security & Infrastruktur;Verschlüsselungssoftware;verschluesselungssoftware
versicherungseinstufung-software;Versicherungseinstufung Software;1;capterra;software;Weitere Branchen;Versicherungseinstufung Software;versicherungseinstufung-software
versicherungssoftware;Versicherungssoftware;1;capterra;software;Weitere Branchen;Versicherungssoftware;versicherungssoftware
versicherungsverwaltung-software;Versicherungsverwaltung Software;1;capterra;software;Weitere Branchen;Versicherungsverwaltung Software;versicherungsverwaltung-software
versionsverwaltungssoftware;Versionsverwaltungssoftware;1;capterra;software;IT, Security & Infrastruktur;Versionsverwaltungssoftware;versionsverwaltungssoftware
versorgungstechnik-und-tga-software;Versorgungstechnik und TGA Software;1;capterra;software;Bau & Handwerk;Versorgungstechnik und TGA Software;versorgungstechnik-und-tga-software
vertragsmanagement-software;Vertragsmanagement Software;1;beide;software;Weitere Software;Vertragsmanagement Software;vertragsmanagement-software
vertriebssoftware;Vertriebssoftware;1;beide;software;Vertrieb & CRM;Vertriebssoftware;vertriebssoftware
vertriebsunterstuetzung-software;Vertriebsunterstützung Software;1;beide;software;Vertrieb & CRM;Vertriebsunterstützung Software;vertriebsunterstuetzung-software
verwaltungssoftware-fuer-wohnmobilstellplaetze;Verwaltungssoftware für Wohnmobilstellplätze;1;capterra;software;Immobilien;Verwaltungssoftware für Wohnmobilstellplätze;verwaltungssoftware-fuer-wohnmobilstellplaetze
verzeichnissoftware;Verzeichnissoftware;1;capterra;software;IT, Security & Infrastruktur;Verzeichnissoftware;verzeichnissoftware
video-advertising;Video Advertising;3;omr;software;Marketing & SEO;Video-Werbung;video-werbung
video-communications;Video Communications;3;omr;software;Kommunikation & Support;Video-Kommunikation;video-kommunikation
video-interview-tools;Video Interview Tools;2;capterra;software;Design & Kreativ;Video Interview Tools;video-interview-tools
video-management-software;Video Management Software;1;capterra;software;Design & Kreativ;Video Management Software;video-management-software
video-marketing-software;Video-Marketing-Software;1;capterra;software;Marketing & SEO;Video-Marketing-Software;video-marketing-software
video-plattformen;Video Plattformen;2;beide;software;Design & Kreativ;Video Plattformen;video-plattformen
video-youtube-seo;Video Youtube SEO;2;omr;software;Marketing & SEO;Video- und YouTube-SEO;video-und-youtube-seo
videobearbeitungsprogramme;Videobearbeitungsprogramme;2;beide;software;Design & Kreativ;Videobearbeitungsprogramme;videobearbeitungsprogramme
videokonferenz-software;Videokonferenz Software;1;beide;software;Kommunikation & Support;Videokonferenz Software;videokonferenz-software
videoschnittsoftware-und-videoproduktion;Videoschnittsoftware und Videoproduktion;1;capterra;software;Design & Kreativ;Videoschnittsoftware und Videoproduktion;videoschnittsoftware-und-videoproduktion
virtual-event-platforms;Virtual Event Platforms;2;omr;software;Lernen & Events;Plattformen für virtuelle Events;plattformen-fuer-virtuelle-events
virtual-machine-software;Virtual Machine Software;1;capterra;software;Weitere Software;Virtual Machine Software;virtual-machine-software
virtual-mailbox;Virtual Mailbox;3;omr;software;Weitere Software;Virtuelle Postfächer;virtuelle-postfaecher
virtual-private-network-vpn;Virtual Private Network VPN;2;omr;software;IT, Security & Infrastruktur;VPN;vpn
virtual-tour-software;Virtual Tour Software;1;capterra;software;Weitere Software;Virtual Tour Software;virtual-tour-software
virtual-workspaces;Virtual Workspaces;3;omr;software;Projekte & Zusammenarbeit;Virtuelle Arbeitsplätze;virtuelle-arbeitsplaetze
virtualisierungssoftware;Virtualisierungssoftware;1;capterra;software;IT, Security & Infrastruktur;Virtualisierungssoftware;virtualisierungssoftware
virtuelle-assistenten-software;Virtuelle Assistenten Software;1;capterra;software;KI & Automatisierung;Virtuelle Assistenten Software;virtuelle-assistenten-software
virtuelle-datenraeume;Virtuelle Datenräume;3;capterra;software;Projekte & Zusammenarbeit;Virtuelle Datenräume;virtuelle-datenraeume
virtuelles-klassenzimmer-software;Virtuelles Klassenzimmer Software;1;capterra;software;Lernen & Events;Virtuelles Klassenzimmer Software;virtuelles-klassenzimmer-software
visitenkarten-programme;Visitenkarten Programme;2;capterra;software;Design & Kreativ;Visitenkarten Programme;visitenkarten-programme
visitor-identification;Visitor Identification;3;omr;software;Weitere Software;Besucher-Identifikation;besucher-identifikation
visual-search-software;Visual Search Software;1;capterra;software;KI & Automatisierung;Visual Search Software;visual-search-software
voip-software;VoIP-Software;1;beide;software;Kommunikation & Support;VoIP-Software;voip-software
vpn-software;VPN Software;1;capterra;software;IT, Security & Infrastruktur;VPN Software;vpn-software
vps;VPS;3;capterra;software;IT, Security & Infrastruktur;VPS;vps
vr-software;VR Software;1;capterra;software;IT, Security & Infrastruktur;VR Software;vr-software
vulnerability-management-software;Vulnerability Management Software;1;capterra;software;IT, Security & Infrastruktur;Vulnerability Management Software;vulnerability-management-software
vulnerability-scanner;Vulnerability Scanner;2;capterra;software;IT, Security & Infrastruktur;Vulnerability Scanner;vulnerability-scanner
waeschereisoftware;Wäschereisoftware;1;capterra;software;Weitere Branchen;Wäschereisoftware;waeschereisoftware
wahlsoftware;Wahlsoftware;1;capterra;software;Öffentlicher Sektor & Sicherheit;Wahlsoftware;wahlsoftware
wallets-fuer-kryptowaehrungen;Wallets für Kryptowährungen;3;capterra;software;Finanzen & Buchhaltung;Wallets für Kryptowährungen;wallets-fuer-kryptowaehrungen
warenkorb;Warenkorb;3;omr;software;E-Commerce & Handel;Warenkorb;warenkorb
warenkorb-software;Warenkorb Software;1;capterra;software;E-Commerce & Handel;Warenkorb Software;warenkorb-software
warenwirtschaftssysteme;Warenwirtschaftssysteme;2;beide;software;Produktion & Supply Chain;Warenwirtschaftssysteme;warenwirtschaftssysteme
warteschlangenmanagement-systeme;Warteschlangenmanagement Systeme;2;capterra;software;Weitere Software;Warteschlangenmanagement Systeme;warteschlangenmanagement-systeme
wartungssoftware;Wartungssoftware;1;capterra;software;IT, Security & Infrastruktur;Wartungssoftware;wartungssoftware
wdf-idf;Wdf Idf;3;omr;software;Marketing & SEO;WDF*IDF;wdf-idf
web-acceleration;Web Acceleration;3;omr;software;Website & Content;Web-Beschleunigung;web-beschleunigung
web-content-management-systeme;Web Content-Management-Systeme;2;beide;software;Marketing & SEO;Web Content-Management-Systeme;web-content-management-systeme
web-scraping-tools;Web-Scraping-Tools;2;capterra;software;KI & Automatisierung;Web-Scraping-Tools;web-scraping-tools
web-to-print-software;Web-to-Print Software;1;capterra;software;E-Commerce & Handel;Web-to-Print Software;web-to-print-software
webanalyse-tools;Webanalyse-Tools;2;beide;software;Daten & Analytics;Webanalyse-Tools;webanalyse-tools
webdesign;Webdesign;3;omr;dienstleister;;Webdesign;webdesign
webdesign-services;Webdesign Services;3;omr;dienstleister;;Webdesign Services;webdesign-services
webdesign-software;Webdesign Software;1;beide;software;Design & Kreativ;Webdesign Software;webdesign-software
webhosting;Webhosting;3;omr;software;IT, Security & Infrastruktur;Webhosting;webhosting
webinar-software;Webinar Software;1;beide;software;Kommunikation & Support;Webinar Software;webinar-software
website-monitoring-tools;Website-Monitoring Tools;2;beide;software;IT, Security & Infrastruktur;Website-Monitoring Tools;website-monitoring-tools
website-personalization;Website Personalization;3;omr;software;Personal & HR;Website-Personalisierung;website-personalisierung
website-sicherheitssoftware;Website-Sicherheitssoftware;1;beide;software;IT, Security & Infrastruktur;Website-Sicherheitssoftware;website-sicherheitssoftware
weg-verwaltung-software;WEG-Verwaltung Software;1;capterra;software;Immobilien;WEG-Verwaltung Software;weg-verwaltung-software
weinbau-software;Weinbau-Software;1;capterra;software;Industrie, Agrar & Energie;Weinbau-Software;weinbau-software
werbeagentur-software;Werbeagentur Software;1;capterra;software;Marketing & SEO;Werbeagentur Software;werbeagentur-software
werkzeugverwaltungssoftware;Werkzeugverwaltungssoftware;1;capterra;software;IT, Security & Infrastruktur;Werkzeugverwaltungssoftware;werkzeugverwaltungssoftware
whatsapp-marketing;Whatsapp Marketing;3;omr;software;Marketing & SEO;WhatsApp-Marketing;whatsapp-marketing
whatsapp-recruiting;Whatsapp Recruiting;3;omr;software;Personal & HR;WhatsApp-Recruiting;whatsapp-recruiting
whistleblowing-software;Whistleblowing-Software;1;beide;software;IT, Security & Infrastruktur;Whistleblowing-Software;whistleblowing-software
whiteboard-software;Whiteboard-Software;1;beide;software;Projekte & Zusammenarbeit;Whiteboard-Software;whiteboard-software
wiederkehrende-rechnungen-software;Wiederkehrende Rechnungen Software;1;capterra;software;Finanzen & Buchhaltung;Wiederkehrende Rechnungen Software;wiederkehrende-rechnungen-software
wireframe-tools;Wireframe Tools;2;capterra;software;Design & Kreativ;Wireframe Tools;wireframe-tools
wireframing;Wireframing;3;omr;software;Weitere Software;Wireframing;wireframing
wissensdatenbank-software;Wissensdatenbank Software;1;capterra;software;Projekte & Zusammenarbeit;Wissensdatenbank Software;wissensdatenbank-software
wissensmanagement;Wissensmanagement;3;omr;software;Projekte & Zusammenarbeit;Wissensmanagement;wissensmanagement
wissensmanagement-tools;Wissensmanagement Tools;2;capterra;software;Projekte & Zusammenarbeit;Wissensmanagement Tools;wissensmanagement-tools
wohnungsverwaltungssoftware;Wohnungsverwaltungssoftware;1;capterra;software;Immobilien;Wohnungsverwaltungssoftware;wohnungsverwaltungssoftware
wordpress-hosting;Wordpress Hosting;3;omr;software;Marketing & SEO;WordPress-Hosting;wordpress-hosting
workflow-management-systeme;Workflow Management Systeme;2;beide;software;Projekte & Zusammenarbeit;Workflow Management Systeme;workflow-management-systeme
workforce-planning;Workforce Planning;3;omr;software;Personal & HR;Personaleinsatzplanung (strategisch);personaleinsatzplanung-strategisch
workplace-management;Workplace Management;2;omr;software;Weitere Software;Arbeitsplatz-Management;arbeitsplatz-management
xdr-software;XDR-Software;1;capterra;software;IT, Security & Infrastruktur;XDR-Software;xdr-software
yard-management-systeme;Yard-Management-Systeme;2;capterra;software;Produktion & Supply Chain;Yard-Management-Systeme;yard-management-systeme
yoga-studio-software;Yoga Studio Software;1;capterra;software;Gastro, Hotel & Freizeit;Yoga Studio Software;yoga-studio-software
zahlungsdienstleister;Zahlungsdienstleister;3;omr;software;Finanzen & Buchhaltung;Zahlungsdienstleister;zahlungsdienstleister
zahlungssoftware;Zahlungssoftware;1;capterra;software;Finanzen & Buchhaltung;Zahlungssoftware;zahlungssoftware
zahnarzt-software;Zahnarzt Software;1;capterra;software;Gesundheit & Pflege;Zahnarzt Software;zahnarzt-software
zahnmedizinische-chart-software;Zahnmedizinische Chart Software;1;capterra;software;Gesundheit & Pflege;Zahnmedizinische Chart Software;zahnmedizinische-chart-software
zeit-und-spesenabrechnung-software;Zeit- und Spesenabrechnung-Software;1;capterra;software;Finanzen & Buchhaltung;Zeit- und Spesenabrechnung-Software;zeit-und-spesenabrechnung-software
zeitarbeit-software;Zeitarbeit Software;1;capterra;software;Personal & HR;Zeitarbeit Software;zeitarbeit-software
zeiterfassungssysteme;Zeiterfassungssysteme;2;beide;software;Personal & HR;Zeiterfassungssysteme;zeiterfassungssysteme
zeitfenstermanagement-systeme;Zeitfenstermanagement Systeme;2;capterra;software;Projekte & Zusammenarbeit;Zeitfenstermanagement Systeme;zeitfenstermanagement-systeme
zertifizierungs-tracking-software;Zertifizierungs-Tracking-Software;1;capterra;software;Lernen & Events;Zertifizierungs-Tracking-Software;zertifizierungs-tracking-software
zoo-software;Zoo Software;1;capterra;software;Gastro, Hotel & Freizeit;Zoo Software;zoo-software
zugangssoftware;Zugangssoftware;1;capterra;software;IT, Security & Infrastruktur;Zugangssoftware;zugangssoftware
